nly used for treating NE in children but is poorly understood by most scholars.,None,"A total of 369 children with NE were randomized to receive either suoquan, desmopressin plus suoquan, desmopressin, or behavioral intervention for 2 months, and the response rates evaluated. Subsequently, the viable demographic factors that could lead to success were investigated on logistic regression analysis. Moreover, after 3 months of follow up, the relapse rate was investigated.","The complete response (CR) rate in the desmopressin plus suoquan group (37.5%) was higher than that in the behavioral intervention group (6.3%, P < 0.007). The desmopressin group had a lower CR rate (22.5%) and a higher non-response rate (25.0%) than the desmopressin plus suoquan group (non-response rate, 21.9%; P > 0.007). The relapse rate in the desmopressin group was significantly higher than that in the desmopressin plus suoquan group (72.2% vs. 30.6%, P < 0.007). On Multivariate analysis, treatment group, NE frequency, and age were independent predictors of CR at 2 months (P < 0.05).","Combined traditional Chinese and Western treatment in children with NE is effective and has a low relapse rate. NE frequency, treatment method, and age are important predictive factors for CR after treatment."
9114,27891180,The effect of foot orthoses with forefoot cushioning or metatarsal pad on forefoot peak plantar pressure in running,"Hähni M, Hirschmüller A, Baur H.",J Foot Ankle Res. 2016 Nov 16;9:44. doi: 10.1186/s13047-016-0176-z. eCollection 2016.,Hähni M,J Foot Ankle Res,2016,2016/11/29,PMC5112690,,10.1186/s13047-016-0176-z,"Foot orthoses are frequently used in sports for the treatment of overuse complaints with sufficient evidence available for certain foot-related overuse pathologies like plantar fasciitis, rheumatoid arthritis and foot pain (e.g., metatarsalgia). One important aim is to reduce plantar pressure under prominent areas like metatarsal heads. For the forefoot region, mainly two common strategies exist: metatarsal pad (MP) and forefoot cushioning (FC). The aim of this study was to evaluate which of these orthosis concepts is superior in reducing plantar pressure in the forefoot during running.",None,"Twenty-three (13 female, 10 male) asymptomatic runners participated in this cross-sectional experimental trial. Participants ran in a randomised order under the two experimental (MP, FC) conditions and a control (C) condition on a treadmill (2.78 ms<sup>-1</sup>) for 2 min, respectively. Plantar pressure was measured with the in-shoe plantar pressure measurement device pedar-x®-System and mean peak pressure averaged from ten steps in the forefoot (primary outcome) and total foot was analysed. Insole comfort was measured with the Insole Comfort Index (ICI, sum score 0-100) after each running trial. The primary outcome was tested using the Friedman test (α = 0.05). Secondary outcomes were analysed descriptively (mean ± SD, lower & upper 95%-CI, median and interquartile-range (IQR)).","Peak pressure [kPa] in the forefoot was significantly lower wearing FC (281 ± 80, 95%-CI: 246-315) compared to both C (313 ± 69, 95%-CI: 283-343; <i>p</i> = .003) and MP (315 ± 80, 95%-CI: 280-350; <i>p</i> = .001). No significant difference was found between C and MP (<i>p</i> = .858). Peak pressures under the total foot were: C: 364 ± 82, 95%-CI: 328-399; MP: 357 ± 80, 95%-CI: 326-387; FC: 333 ± 81 95%-CI: 298-368. Median ICI sum scores were: C 50, MP 49, FC 64.","In contrast to the metatarsal pad orthosis, the forefoot cushioning orthosis achieved a significant reduction of peak pressure in the forefoot of recreational runners. Consequently, the use of a prefabricated forefoot cushioning orthosis should be favoured over a prefabricated orthosis with an incorporated metatarsal pad in recreational runners with normal height arches."
9115,27890303,"Cognitive effects of creatine monohydrate adjunctive therapy in patients with bipolar depression: Results from a randomized, double-blind, placebo-controlled trial","Toniolo RA, Fernandes FBF, Silva M, Dias RDS, Lafer B.",J Affect Disord. 2017 Dec 15;224:69-75. doi: 10.1016/j.jad.2016.11.029. Epub 2016 Nov 20.,Toniolo RA,J Affect Disord,2017,2016/11/29,,,10.1016/j.jad.2016.11.029,None,None,None,None,None
9116,27888578,Clinical evaluation of a radio-protective cream for the hands of the pediatric interventional cardiologist,"Subramanian S, Waller BR, Winders N, Bird LE, Agrawal V, Zurakowski D, Kuhls-Gilcrist A, Khandkar A, Sathanandam SK.",Catheter Cardiovasc Interv. 2017 Mar 1;89(4):709-716. doi: 10.1002/ccd.26845. Epub 2016 Nov 26.,Subramanian S,Catheter Cardiovasc Interv,2017,2016/11/27,,,10.1002/ccd.26845,"The hands of interventional cardiologists receive high doses of radiation due to their proximity to the X-ray beam. Radiation attenuating gloves have about a 26% attenuation rate, but reduce dexterity and tactile sensation. The UltraBLOX™ cream is a new FDA-approved X-ray attenuating cream that can be applied to the operator's hands for radio-protection.",The aim of this study was to evaluate the effectiveness of UltraBLOX™ radiation attenuating hand cream during lengthy cardiac catheterization procedures in children.,Two nanoDot™ dosimeters were secured side by side on the dorsum of the operator's (n = 2) left hand close to the wrist. One dosimeter and the rest of the hand were covered with 0.2 mm layer of the cream. The other dosimeter was unshielded. Procedures were performed using 110 kVp fluoroscopy at 15 pulses/sec. The measurements were categorized into four groups dependent on the duration of the procedure. The patients in all four groups were well matched for age and size.,Procedural and cumulative hand radiation doses were higher with longer procedural duration. The overall % attenuation by the cream was 39.7% (28.6-51.5) and was unaffected by the length of the procedure (median: 40.9% at 30 min and 41.4% at 180 min; P = 0.66) or the dose of radiation. The kappa statistic for interobserver agreement for good tactile sensitivity was 0.82.,"UltraBLOX™ cream provides a new option for radio-protection for the hands of interventional cardiologists without impairing tactile sensitivity. There was no decrease in attenuation up to 180 min. © 2016 Wiley Periodicals, Inc."
9117,27879614,Getting a better look: Outcomes of laparoscopic versus transdiaphragmatic pericardial window for penetrating thoracoabdominal trauma at a Level I trauma center,"Anderson JE, Salcedo ES, Rounds KM, Galante JM.",J Trauma Acute Care Surg. 2016 Dec;81(6):1035-1038. doi: 10.1097/TA.0000000000001173.,Anderson JE,J Trauma Acute Care Surg,2016,2016/11/24,,,10.1097/TA.0000000000001173,None,None,None,None,None
9118,27859851,Blanking Period Phenomenon After a Second Atrial Fibrillation Ablation Session: The Application and Factors Related to It,"Fujimoto Y, Hayashi M, Iwasaki YK, Yodogawa K, Yamamoto T, Tsuboi I, Takahashi K, Izumi Y, Oka E, Hagiwara K, Miyauchi Y, Shimizu W.",J Cardiovasc Electrophysiol. 2017 Feb;28(2):159-166. doi: 10.1111/jce.13129. Epub 2016 Dec 13.,Fujimoto Y,J Cardiovasc Electrophysiol,2017,2016/11/19,,,10.1111/jce.13129,None,None,None,None,None
9119,27859645,Ultrathin versus pediatric instruments for colonoscopy in older female patients: A randomized trial,"Nemoto D, Utano K, Endo S, Isohata N, Hewett DG, Togashi K.",Dig Endosc. 2017 Mar;29(2):168-174. doi: 10.1111/den.12761. Epub 2016 Dec 2.,Nemoto D,Dig Endosc,2017,2016/11/19,,,10.1111/den.12761,None,"Small-caliber endoscopes such as gastroscopes or pediatric colonoscopes are occasionally required to negotiate fixed or angulated colons. However, the use of a new ultrathin instrument (diameter 7.0 mm) narrower than other conventional colonoscopes has not been evaluated. The aim of the present study was to compare the use compare the use of an ultrathin colonoscope (UTC) with a pediatric colonoscope (PDC) for colonoscopy in older female patients.","A prospective, randomized, controlled trial was conducted in a single academic endoscopy unit. A total of 77 female patients aged ≥70 years undergoing unsedated colonoscopy were randomized to colonoscopy with a UTC (n = 39) or PDC (n = 38). Primary outcome measurement was the degree of pain using a numerical rating scale, and secondary outcomes were cecal intubation rate, ileal intubation rate, time to cecum and adenoma detection rate.","There was a significant difference in reported pain using the numerical rating scale (median, UTC 1 vs PDC 4, P < 0.0001). Cecal intubation rates were 97.4% in UTC and 92.1% in PDC (P = 0.36), and ileal intubation rates were 82.0% and 89.4% (P = 0.76), respectively. However, median times to cecum were significantly longer using UTC compared with PDC (15.2 min vs 11.1 min, P = 0.022). Adenoma detection rates were 30.7% in UTC and 26.3% in PDC (P = 0.80).","Colonoscopy using UTC was almost equivalent to that of PDC in older female patients, with significantly less pain compared with PDC. UTC may be an alternative to PDC for the difficult colon."
9120,27858723,Safety and improvement of movement function after stroke with atomoxetine: A pilot randomized trial,"Ward A, Carrico C, Powell E, Westgate PM, Nichols L, Fleischer A, Sawaki L.",Restor Neurol Neurosci. 2017;35(1):1-10. doi: 10.3233/RNN-160673.,Ward A,Restor Neurol Neurosci,2017,2016/11/19,PMC5302031,,10.3233/RNN-160673,None,None,None,None,None
9121,27843047,"A prospective study on the impact of heart rate control achieved with metoprolol on cardiac performance, motor function and quality of life in Chinese chronic heart failure patients","Meng Y, Liu X, Liu J, Cheng X.",Int J Cardiol. 2017 Jan 15;227:267-271. doi: 10.1016/j.ijcard.2016.11.115. Epub 2016 Nov 9.,Meng Y,Int J Cardiol,2017,2016/11/16,,,10.1016/j.ijcard.2016.11.115,To prospectively evaluate the impact of metoprolol achieved heart rate (HR) on cardiac-motor function and quality of life (QoL) in chronic heart failure (CHF) patients.,None,None,"Between February 2013 to April 2016, association of HR reduction with haemodynamic indices, motor function and QoL in CHF patients with HR>80bpm receiving metoprolol 23.75mg or 47.5mgq.d was studied. Overall, 154 patients (median age, 66.39years; males, n=101; females, n=53) were enrolled, whose average resting HR decreased significantly from baseline value of 82.72±6.73 to 69.38±3.57, 67.72±2.61, 66.50±3.14 and 64.86±3.21bpm in the 1st, 3rd, 6th and 12th months post metoprolol intervention, respectively (P<0.0001). Similarly, the ejection fraction (r=-0.6461, P<0.0001), cardiac output (r=-0.5238, P<0.0001), cardiac index (r=-0.5378, P<0.0001) and veterans specific activity questionnaire scores (r=-0.4088, P<0.0001) were significantly associated with the reduction in HR after 12months. The improvement in 6-min walk test was independent of HR reduction (P=0.005). Similarly, QoL as measured by short form-8 questionnaire (SF-8) but not Minnesota Living with Heart Failure was significantly improved at the 12th-month. However, this was not associated with the reductions in HR.",Metoprolol achieved HR control was associated with improvement in cardiac performance and motor function but not QoL in patients with CHF.
9122,27841153,Comparative pharmacokinetic and bioequivalence evaluation of two formulations of morniflumate 350-mg tablets in healthy male subjects ,"Lee H, Yim SV, Kim BH, Lee S.",Int J Clin Pharmacol Ther. 2017 Jan;55(1):95-101. doi: 10.5414/CP202678.,Lee H,Int J Clin Pharmacol Ther,2017,2016/11/15,,,10.5414/CP202678,"Morniflumate is a nonsteroid anti-inflammatory drug (NSAID) that inhibits cyclooxygenase-1, 2 (COX-1, 2).",This study aimed to compare the pharmacokinetics (PKs) and assess the bioequivalence of two different formulations of morniflumate 350-mg tablets in healthy Korean male subjects.,"A randomized, single-dose, two-period, two-sequence crossover study was conducted with 38 subjects. Subjects received a single dose of two tablets of either a test or a reference formulation and the alternated formulation in the next period. Serial blood samples for the PK analysis were collected over 12 hours. PK parameters were determined by a noncompartment analysis. PK parameters, including the maximum concentration (Cmax) and the area under-the-concentration-time curve from time zero to the time of the last quantifiable concentration (AUClast) were compared in bioequivalence tests.","The Cmax of the test and reference formulations were 985.72 ± 6.80 mg/L and 947.09 ± 6.73 mg/L, respectively, while the AUClast values were 2675.92 ± 7.84 mg×h/L and 2653.06 ± 7.78 mg×h/L, respectively. The geometric mean ratios (90% confidence interval) of the test formulation to the reference formulation for Cmax and AUClast were 1.0715 (0.9469 - 1.2124) and 1.0592 (0.9592 - 1.1695), respectively.","The new formulation of morniflumate 350-mg tablet showed a PK profile similar to that of the marketed formulation, and the results of this study fell within in the conventional criteria of bioequivalence. ."
9123,27832387,Incidence of hypophosphatemia in advanced cancer patients: a recent report from a single institution,"Yoshida T, Taguchi D, Fukuda K, Shimazu K, Inoue M, Murata K, Shibata H.",Int J Clin Oncol. 2017 Apr;22(2):244-249. doi: 10.1007/s10147-016-1063-0. Epub 2016 Nov 10.,Yoshida T,Int J Clin Oncol,2017,2016/11/11,,,10.1007/s10147-016-1063-0,"Recent approval of molecular-targeted agents has contributed to improving the therapeutic outcomes of advanced cancer patients. However, they result in unusual adverse events that rarely occur with cytotoxic agents, such as hypertension, hypomagnesemia, and an acne-like rash. Although hypophosphatemia can be induced by various agents, some kinds of molecular-targeted agents are known to induce it. In addition, cancer survivors may be at a risk of hypophosphatemia.",None,"One hundred and seventy patients, who visited the Department of Clinical Oncology at Akita University from 1 April 2014 to 31 August 2016 were enrolled in this study after providing informed consent. Serum inorganic phosphorus levels were examined along with other routine clinical examinations. Correlation between the serum inorganic phosphorus level and other clinical data were also analyzed.","Grade ≥2 severe hypophosphatemia (<2.5 mg/dL of phosphorus) was detected in 49.4% of patients, and grade ≥3 (<2.0 mg/dL of phosphorus) was observed in 22.9% patients. These results indicated that the presence of bone metastasis (p < 0.001), history of bone-modifying agents (p < 0.001) and molecular-targeted drugs (p = 0.001), and time from the date of the first visit to the date of minimum serum phosphorus level (p < 0.001) might correlate with hypophosphatemia. Multivariate logistic regression analysis showed that disease duration might be a risk factor (p = 0.0466).","As hypophosphatemia can be induced by various factors in advanced cancer patients, the serum phosphorus level of cancer patients at risk should be cautiously examined."
